catalognumber,eventdate,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,decimallatitude,decimallongitude,scientificname,order,family,genus,specificepithet,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
B08582,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Chlamydera cerviniventris,Passeriformes,Ptilonorhynchidae,Chlamydera,cerviniventris,0,0,0,0,specimen,0
B08590,7/4/69,185,185,1969,7,4,7/4/69,-9.9917,149.725,Coracina incerta,Passeriformes,Campephagidae,Coracina,incerta,0,0,0,0,specimen,0
B08578,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Myzomela nigrita,Passeriformes,Meliphagidae,Myzomela,nigrita,0,0,0,0,specimen,0
B08551,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Xanthotis flaviventer,Passeriformes,Meliphagidae,Xanthotis,flaviventer,0,0,0,0,specimen,0
B08623,7/8/69,189,189,1969,7,8,7/8/69,-9.9917,149.725,Cacatua galerita,Psittaciformes,Psittacidae,Cacatua,galerita,0,0,0,0,specimen,0
B08646,7/28/69,209,209,1969,7,28,7/28/69,-9.9917,149.725,Caprimulgus macrurus,Caprimulgiformes,Caprimulgidae,Caprimulgus,macrurus,0,0,0,0,specimen,0
B08607,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Malurus alboscapulatus,Passeriformes,Maluridae,Malurus,alboscapulatus,0,0,0,0,specimen,0
B08609,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Oedistoma iliolophum,Passeriformes,Melanocharitidae,Oedistoma,iliolophum,0,0,0,0,specimen,0
B08553,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Trichoglossus haematodus,Psittaciformes,Psittacidae,Trichoglossus,haematodus,0,0,0,0,specimen,0
B08650,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Ducula zoeae,Columbiformes,Columbidae,Ducula,zoeae,0,0,0,0,specimen,0
B08555,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Trichoglossus haematodus,Psittaciformes,Psittacidae,Trichoglossus,haematodus,0,0,0,0,specimen,0
B08653,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Micropsitta pusio,Psittaciformes,Psittacidae,Micropsitta,pusio,0,0,0,0,specimen,0
B08538,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Meliphaga aruensis,Passeriformes,Meliphagidae,Meliphaga,aruensis,0,0,0,0,specimen,0
B08570,7/2/69,183,183,1969,7,2,7/2/69,-9.9917,149.725,Cracticus quoyi,Passeriformes,Cracticidae,Cracticus,quoyi,0,0,0,0,specimen,0
B08652,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Rhipidura rufiventris,Passeriformes,Rhipiduridae,Rhipidura,rufiventris,0,0,0,0,specimen,0
B08541,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Falco berigora,Falconiformes,Falconidae,Falco,berigora,0,0,0,0,specimen,0
B08583,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Pitohui dichrous,Passeriformes,Corvidae,Pitohui,dichrous,0,0,0,0,specimen,0
B08648,7/28/69,209,209,1969,7,28,7/28/69,-9.9917,149.725,Chlamydera cerviniventris,Passeriformes,Ptilonorhynchidae,Chlamydera,cerviniventris,0,0,0,0,specimen,0
B08658,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Zosterops minor,Passeriformes,Zosteropidae,Zosterops,minor,0,0,0,0,specimen,0
B08606,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Malurus alboscapulatus,Passeriformes,Maluridae,Malurus,alboscapulatus,0,0,0,0,specimen,0
B08633,7/18/69,199,199,1969,7,18,7/18/69,-9.9917,149.725,Ptilinopus pulchellus,Columbiformes,Columbidae,Ptilinopus,pulchellus,0,0,0,0,specimen,0
B08580,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Rhyticeros plicatus,Bucerotiformes,Bucerotidae,Rhyticeros,plicatus,0,0,0,0,specimen,0
B08649,7/28/69,209,209,1969,7,28,7/28/69,-9.9917,149.725,Paradisaea raggiana,Passeriformes,Paradisaeidae,Paradisaea,raggiana,0,0,0,0,specimen,0
B08539,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Melanocharis nigra,Passeriformes,Melanocharitidae,Melanocharis,nigra,0,0,0,0,specimen,0
B08632,7/14/69,195,195,1969,7,14,7/14/69,-9.9917,149.725,Ptilinopus magnificus,Columbiformes,Columbidae,Ptilinopus,magnificus,0,0,0,0,specimen,0
B08628,7/14/69,195,195,1969,7,14,7/14/69,-9.9917,149.725,Pitta erythrogaster,Passeriformes,Pittidae,Pitta,erythrogaster,0,0,0,0,specimen,0
B08645,7/22/69,203,203,1969,7,22,7/22/69,-9.9917,149.725,Cracticus cassicus,Passeriformes,Cracticidae,Cracticus,cassicus,0,0,0,0,specimen,0
B08662,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Microeca flavovirescens,Passeriformes,Petroicidae,Microeca,flavovirescens,0,0,0,0,specimen,0
B08572,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Charmosyna pulchella,Psittaciformes,Psittacidae,Charmosyna,pulchella,0,0,0,0,specimen,0
B08579,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Melanocharis nigra,Passeriformes,Melanocharitidae,Melanocharis,nigra,0,0,0,0,specimen,0
B08635,7/18/69,199,199,1969,7,18,7/18/69,-9.9917,149.725,Haliastur indus,Accipitriformes,Accipitridae,Haliastur,indus,0,0,0,0,specimen,0
B08615,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Melidora macrorrhina,Coraciiformes,Alcedinidae,Melidora,macrorrhina,0,0,0,0,specimen,0
B08581,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Probosciger aterrimus,Psittaciformes,Psittacidae,Probosciger,aterrimus,0,0,0,0,specimen,0
B08540,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Oedistoma pygmaeum,Passeriformes,Melanocharitidae,Oedistoma,pygmaeum,0,0,0,0,specimen,0
B08567,7/2/69,183,183,1969,7,2,7/2/69,-9.9917,149.725,Melanocharis nigra,Passeriformes,Melanocharitidae,Melanocharis,nigra,0,0,0,0,specimen,0
B08655,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Zosterops minor,Passeriformes,Zosteropidae,Zosterops,minor,0,0,0,0,specimen,0
B08654,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Melanocharis nigra,Passeriformes,Melanocharitidae,Melanocharis,nigra,0,0,0,0,specimen,0
B08585,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Myzomela nigrita,Passeriformes,Meliphagidae,Myzomela,nigrita,0,0,0,0,specimen,0
B08617,7/6/69,187,187,1969,7,6,7/6/69,-9.9917,149.725,Hirundo tahitica,Passeriformes,Hirundinidae,Hirundo,tahitica,0,0,0,0,specimen,0
B08530,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Ptilinopus magnificus,Columbiformes,Columbidae,Ptilinopus,magnificus,0,0,0,0,specimen,0
B08536,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Colluricincla megarhyncha,Passeriformes,Pachycephalidae,Colluricincla,megarhyncha,0,0,0,0,specimen,0
B08610,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Meliphaga aruensis,Passeriformes,Meliphagidae,Meliphaga,aruensis,0,0,0,0,specimen,0
B08659,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Cracticus cassicus,Passeriformes,Cracticidae,Cracticus,cassicus,0,0,0,0,specimen,0
B08552,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Meliphaga aruensis,Passeriformes,Meliphagidae,Meliphaga,aruensis,0,0,0,0,specimen,0
B08604,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Malurus alboscapulatus,Passeriformes,Maluridae,Malurus,alboscapulatus,0,0,0,0,specimen,0
B08529,6/30/69,181,181,1969,6,30,6/30/69,-9.9917,149.725,Ptilinopus magnificus,Columbiformes,Columbidae,Ptilinopus,magnificus,0,0,0,0,specimen,0
B08618,7/7/69,188,188,1969,7,7,7/7/69,-9.9917,149.725,Chlamydera cerviniventris,Passeriformes,Ptilonorhynchidae,Chlamydera,cerviniventris,0,0,0,0,specimen,0
B08601,7/4/69,185,185,1969,7,4,7/4/69,-9.9917,149.725,Melanocharis nigra,Passeriformes,Melanocharitidae,Melanocharis,nigra,0,0,0,0,specimen,0
B08586,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Chaetorhynchus papuensis,Passeriformes,Dicruridae,Chaetorhynchus,papuensis,0,0,0,0,specimen,0
B08565,7/2/69,183,183,1969,7,2,7/2/69,-9.9917,149.725,Oedistoma iliolophum,Passeriformes,Melanocharitidae,Oedistoma,iliolophum,0,0,0,0,specimen,0
B08613,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Manucodia chalybata,Passeriformes,Paradisaeidae,Manucodia,chalybata,0,0,0,0,specimen,0
B08594,7/4/69,185,185,1969,7,4,7/4/69,-9.9917,149.725,Ptiloris magnificus,Passeriformes,Paradisaeidae,Ptiloris,magnificus,0,0,0,0,specimen,0
B08531,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Macropygia nigrirostris,Columbiformes,Columbidae,Macropygia,nigrirostris,0,0,0,0,specimen,0
B08600,7/4/69,185,185,1969,7,4,7/4/69,-9.9917,149.725,Rhyticeros plicatus,Bucerotiformes,Bucerotidae,Rhyticeros,plicatus,0,0,0,0,specimen,0
B08666,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Rhipidura rufiventris,Passeriformes,Rhipiduridae,Rhipidura,rufiventris,0,0,0,0,specimen,0
B08584,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Myzomela nigrita,Passeriformes,Meliphagidae,Myzomela,nigrita,0,0,0,0,specimen,0
B08560,7/2/69,183,183,1969,7,2,7/2/69,-9.9917,149.725,Myzomela nigrita,Passeriformes,Meliphagidae,Myzomela,nigrita,0,0,0,0,specimen,0
B08587,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Melanocharis nigra,Passeriformes,Melanocharitidae,Melanocharis,nigra,0,0,0,0,specimen,0
B08569,7/2/69,183,183,1969,7,2,7/2/69,-9.9917,149.725,Melilestes megarhynchus,Passeriformes,Meliphagidae,Melilestes,megarhynchus,0,0,0,0,specimen,0
B08621,7/7/69,188,188,1969,7,7,7/7/69,-9.9917,149.725,Probosciger aterrimus,Psittaciformes,Psittacidae,Probosciger,aterrimus,0,0,0,0,specimen,0
B08557,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Trichoglossus haematodus,Psittaciformes,Psittacidae,Trichoglossus,haematodus,0,0,0,0,specimen,0
B08612,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Merops ornatus,Coraciiformes,Meropidae,Merops,ornatus,0,0,0,0,specimen,0
B08667,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Melidora macrorrhina,Coraciiformes,Alcedinidae,Melidora,macrorrhina,0,0,0,0,specimen,0
B08576,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Rhipidura rufiventris,Passeriformes,Rhipiduridae,Rhipidura,rufiventris,0,0,0,0,specimen,0
B08575,7/3/69,184,184,1969,7,3,7/3/69,-9.9917,149.725,Pachycephala simplex,Passeriformes,Corvidae,Pachycephala,simplex,0,0,0,0,specimen,0
B08622,7/7/69,188,188,1969,7,7,7/7/69,-9.9917,149.725,Saxicola caprata,Passeriformes,Muscicapidae,Saxicola,caprata,0,0,0,0,specimen,0
B08592,7/4/69,185,185,1969,7,4,7/4/69,-9.9917,149.725,Pitohui ferrugineus,Passeriformes,Corvidae,Pitohui,ferrugineus,0,0,0,0,specimen,0
B08588,7/4/69,185,185,1969,7,4,7/4/69,-9.9917,149.725,Ceyx lepidus,Coraciiformes,Alcedinidae,Ceyx,lepidus,0,0,0,0,specimen,0
B08668,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Dicrurus bracteatus,Passeriformes,Dicruridae,Dicrurus,bracteatus,0,0,0,0,specimen,0
B08564,7/2/69,183,183,1969,7,2,7/2/69,-9.9917,149.725,Melilestes megarhynchus,Passeriformes,Meliphagidae,Melilestes,megarhynchus,0,0,0,0,specimen,0
B08636,7/20/69,201,201,1969,7,20,7/20/69,-9.9917,149.725,Coturnix ypsilophora,Galliformes,Phasianidae,Coturnix,ypsilophora,0,0,0,0,specimen,0
B08608,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Malurus alboscapulatus,Passeriformes,Maluridae,Malurus,alboscapulatus,0,0,0,0,specimen,0
B08605,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Malurus alboscapulatus,Passeriformes,Maluridae,Malurus,alboscapulatus,0,0,0,0,specimen,0
B08556,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Trichoglossus haematodus,Psittaciformes,Psittacidae,Trichoglossus,haematodus,0,0,0,0,specimen,0
B08616,7/5/69,186,186,1969,7,5,7/5/69,-9.9917,149.725,Ceyx lepidus,Coraciiformes,Alcedinidae,Ceyx,lepidus,0,0,0,0,specimen,0
B08528,6/30/69,181,181,1969,6,30,6/30/69,-9.9917,149.725,Macropygia amboinensis,Columbiformes,Columbidae,Macropygia,amboinensis,0,0,0,0,specimen,0
B08663,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Microeca flavovirescens,Passeriformes,Petroicidae,Microeca,flavovirescens,0,0,0,0,specimen,0
B08642,7/22/69,203,203,1969,7,22,7/22/69,-9.9917,149.725,Coturnix ypsilophora,Galliformes,Phasianidae,Coturnix,ypsilophora,0,0,0,0,specimen,0
B08630,7/14/69,195,195,1969,7,14,7/14/69,-9.9917,149.725,Dacelo gaudichaud,Coraciiformes,Alcedinidae,Dacelo,gaudichaud,0,0,0,0,specimen,0
B08597,7/4/69,185,185,1969,7,4,7/4/69,-9.9917,149.725,Melanocharis nigra,Passeriformes,Melanocharitidae,Melanocharis,nigra,0,0,0,0,specimen,0
B08534,7/1/69,182,182,1969,7,1,7/1/69,-9.9917,149.725,Philemon buceroides,Passeriformes,Meliphagidae,Philemon,buceroides,0,0,0,0,specimen,0
B08657,7/29/69,210,210,1969,7,29,7/29/69,-9.9917,149.725,Zosterops minor,Passeriformes,Zosteropidae,Zosterops,minor,0,0,0,0,specimen,0
B08647,7/28/69,209,209,1969,7,28,7/28/69,-9.9917,149.725,Geoffroyus geoffroyi,Psittaciformes,Psittacidae,Geoffroyus,geoffroyi,0,0,0,0,specimen,0
90007,5/25/44,146,146,1944,5,25,25-May-44,-1.6585145,149.9668427,Egretta sacra sacra,Ciconiiformes,Ardeidae,Egretta,sacra,0,0,0,0,specimen,0
90008,5/28/44,149,149,1944,5,28,28-May-44,-1.6585145,149.9668427,Egretta sacra sacra,Ciconiiformes,Ardeidae,Egretta,sacra,0,0,0,0,specimen,0
90011,7/5/44,187,187,1944,7,5,5-Jul-44,-1.6585145,149.9668427,Egretta sacra sacra,Ciconiiformes,Ardeidae,Egretta,sacra,0,0,0,0,specimen,0
90012,5/29/44,150,150,1944,5,29,29-May-44,-1.6585145,149.9668427,Ixobrychus flavicollis australis,Ciconiiformes,Ardeidae,Ixobrychus,flavicollis,0,0,0,0,specimen,0
90013,6/25/44,177,177,1944,6,25,25-Jun-44,-1.6585145,149.9668427,Ixobrychus flavicollis australis,Ciconiiformes,Ardeidae,Ixobrychus,flavicollis,0,0,0,0,specimen,0
90020,6/27/44,179,179,1944,6,27,27-Jun-44,-1.6585145,149.9668427,Haliastur indus girrenera,Falconiformes,Accipitridae,Haliastur,indus,0,0,0,0,specimen,0
90024,7/12/44,194,194,1944,7,12,12-Jul-44,-1.6585145,149.9668427,Haliaeetus leucogaster,Falconiformes,Accipitridae,Haliaeetus,leucogaster,0,0,0,0,specimen,0
90029,7/16/44,198,198,1944,7,16,16-Jul-44,-1.6585145,149.9668427,Megapodius freycinet eremita,Galliformes,Megapodiidae,Megapodius,freycinet,0,0,0,0,specimen,0
90032,4/12/44,103,103,1944,4,12,12-Apr-44,-1.6585145,149.9668427,Poliolimnas cinereus meeki,Gruiformes,Rallidae,Poliolimnas,cinereus,0,0,0,0,specimen,0
90034,4/26/44,117,117,1944,4,26,26-Apr-44,-1.6585145,149.9668427,Poliolimnas cinereus meeki,Gruiformes,Rallidae,Poliolimnas,cinereus,0,0,0,0,specimen,0
90035,4/28/44,119,119,1944,4,28,28-Apr-44,-1.6585145,149.9668427,Poliolimnas cinereus meeki,Gruiformes,Rallidae,Poliolimnas,cinereus,0,0,0,0,specimen,0
90042,4/12/44,103,103,1944,4,12,12-Apr-44,-1.6585145,149.9668427,Fulva dominica,Charadriiformes,Charadriidae,Fulva,dominica,0,0,0,0,specimen,0
90045,8/17/44,230,230,1944,8,17,17-Aug-44,-1.6585145,149.9668427,Charadrius mongolus ssp.,Charadriiformes,Charadriidae,Charadrius,mongolus,0,0,0,0,specimen,0
90047,7/9/44,191,191,1944,7,9,9-Jul-44,-1.6585145,149.9668427,Numenius phaeopus variegatus,Charadriiformes,Scolopacidae,Numenius,phaeopus,0,0,0,0,specimen,0
90053,8/17/44,230,230,1944,8,17,17-Aug-44,-1.6585145,149.9668427,Heteroscelus brevipes,Charadriiformes,Scolopacidae,Heteroscelus,brevipes,0,0,0,0,specimen,0
90055,5/1/44,122,122,1944,5,1,1-May-44,-1.6585145,149.9668427,Arenaria interpres interpres,Charadriiformes,Scolopacidae,Arenaria,interpres,0,0,0,0,specimen,0
90058,9/25/44,269,269,1944,9,25,25-Sep-44,-1.6585145,149.9668427,Sterna bergii cristatus,Charadriiformes,Laridae,Sterna,bergii,0,0,0,0,specimen,0
90059,7/2/44,184,184,1944,7,2,2-Jul-44,-1.6585145,149.9668427,Anous minutus minutus,Charadriiformes,Laridae,Anous,minutus,0,0,0,0,specimen,0
90060,7/2/44,184,184,1944,7,2,2-Jul-44,-1.6585145,149.9668427,Anous minutus minutus,Charadriiformes,Laridae,Anous,minutus,0,0,0,0,specimen,0
90061,7/2/44,184,184,1944,7,2,2-Jul-44,-1.6585145,149.9668427,Anous minutus minutus,Charadriiformes,Laridae,Anous,minutus,0,0,0,0,specimen,0
90062,7/2/44,184,184,1944,7,2,2-Jul-44,-1.6585145,149.9668427,Anous minutus minutus,Charadriiformes,Laridae,Anous,minutus,0,0,0,0,specimen,0
90063,7/2/44,184,184,1944,7,2,2-Jul-44,-1.6585145,149.9668427,Anous minutus minutus,Charadriiformes,Laridae,Anous,minutus,0,0,0,0,specimen,0
90065,7/2/44,184,184,1944,7,2,2-Jul-44,-1.6585145,149.9668427,Anous minutus minutus,Charadriiformes,Laridae,Anous,minutus,0,0,0,0,specimen,0
90066,7/2/44,184,184,1944,7,2,2-Jul-44,-1.6585145,149.9668427,Anous minutus minutus,Charadriiformes,Laridae,Anous,minutus,0,0,0,0,specimen,0
90068,5/3/44,124,124,1944,5,3,3-May-44,-1.6585145,149.9668427,Ptilinopus solomonensis johannis,Columbiformes,Columbidae,Ptilinopus,solomonensis,0,0,0,0,specimen,0
90071,5/23/44,144,144,1944,5,23,23-May-44,-1.6585145,149.9668427,Ptilinopus solomonensis johannis,Columbiformes,Columbidae,Ptilinopus,solomonensis,0,0,0,0,specimen,0
90072,5/26/44,147,147,1944,5,26,26-May-44,-1.6585145,149.9668427,Ptilinopus solomonensis johannis,Columbiformes,Columbidae,Ptilinopus,solomonensis,0,0,0,0,specimen,0
90078,6/30/44,182,182,1944,6,30,30-Jun-44,-1.6585145,149.9668427,Ptilinopus solomonensis johannis,Columbiformes,Columbidae,Ptilinopus,solomonensis,0,0,0,0,specimen,0
90080,7/17/44,199,199,1944,7,17,17-Jul-44,-1.6585145,149.9668427,Ptilinopus solomonensis johannis,Columbiformes,Columbidae,Ptilinopus,solomonensis,0,0,0,0,specimen,0
90081,7/20/44,202,202,1944,7,20,20-Jul-44,-1.6585145,149.9668427,Ptilinopus solomonensis johannis,Columbiformes,Columbidae,Ptilinopus,solomonensis,0,0,0,0,specimen,0
90082,8/5/44,218,218,1944,8,5,5-Aug-44,-1.6585145,149.9668427,Ptilinopus solomonensis johannis,Columbiformes,Columbidae,Ptilinopus,solomonensis,0,0,0,0,specimen,0
90084,7/8/44,190,190,1944,7,8,8-Jul-44,-1.6585145,149.9668427,Ptilinopus insolitus inferior,Columbiformes,Columbidae,Ptilinopus,insolitus,0,0,0,0,specimen,0
90085,7/9/44,191,191,1944,7,9,9-Jul-44,-1.6585145,149.9668427,Ptilinopus insolitus inferior,Columbiformes,Columbidae,Ptilinopus,insolitus,0,0,0,0,specimen,0
90086,7/9/44,191,191,1944,7,9,9-Jul-44,-1.6585145,149.9668427,Ptilinopus insolitus inferior,Columbiformes,Columbidae,Ptilinopus,insolitus,0,0,0,0,specimen,0
90087,7/13/44,195,195,1944,7,13,13-Jul-44,-1.6585145,149.9668427,Ptilinopus insolitus inferior,Columbiformes,Columbidae,Ptilinopus,insolitus,0,0,0,0,specimen,0
90088,7/13/44,195,195,1944,7,13,13-Jul-44,-1.6585145,149.9668427,Ptilinopus insolitus inferior,Columbiformes,Columbidae,Ptilinopus,insolitus,0,0,0,0,specimen,0
90089,7/16/44,198,198,1944,7,16,16-Jul-44,-1.6585145,149.9668427,Ptilinopus insolitus inferior,Columbiformes,Columbidae,Ptilinopus,insolitus,0,0,0,0,specimen,0
90095,7/9/44,191,191,1944,7,9,9-Jul-44,-1.6585145,149.9668427,Ducula pistrinaria vanwyckii,Columbiformes,Columbidae,Ducula,pistrinaria,0,0,0,0,specimen,0
90096,7/24/44,206,206,1944,7,24,24-Jul-44,-1.6585145,149.9668427,Ducula pistrinaria vanwyckii,Columbiformes,Columbidae,Ducula,pistrinaria,0,0,0,0,specimen,0
90097,7/24/44,206,206,1944,7,24,24-Jul-44,-1.6585145,149.9668427,Ducula pistrinaria vanwyckii,Columbiformes,Columbidae,Ducula,pistrinaria,0,0,0,0,specimen,0
90102,6/22/44,174,174,1944,6,22,22-Jun-44,-1.6585145,149.9668427,Macropygia mackinlayi goodsoni,Columbiformes,Columbidae,Macropygia,mackinlayi,0,0,0,0,specimen,0
90104,4/12/44,103,103,1944,4,12,12-Apr-44,-1.6585145,149.9668427,Chalcophaps stephani stephani,Columbiformes,Columbidae,Chalcophaps,stephani,0,0,0,0,specimen,0
90106,5/9/44,130,130,1944,5,9,9-May-44,-1.6585145,149.9668427,Chalcophaps stephani stephani,Columbiformes,Columbidae,Chalcophaps,stephani,0,0,0,0,specimen,0
90107,5/21/44,142,142,1944,5,21,21-May-44,-1.6585145,149.9668427,Chalcophaps stephani stephani,Columbiformes,Columbidae,Chalcophaps,stephani,0,0,0,0,specimen,0
90108,5/24/44,145,145,1944,5,24,24-May-44,-1.6585145,149.9668427,Chalcophaps stephani stephani,Columbiformes,Columbidae,Chalcophaps,stephani,0,0,0,0,specimen,0
90110,6/22/44,174,174,1944,6,22,22-Jun-44,-1.6585145,149.9668427,Chalcophaps stephani stephani,Columbiformes,Columbidae,Chalcophaps,stephani,0,0,0,0,specimen,0
90113,6/30/44,182,182,1944,6,30,30-Jun-44,-1.6585145,149.9668427,Chalcophaps stephani stephani,Columbiformes,Columbidae,Chalcophaps,stephani,0,0,0,0,specimen,0
90114,7/24/44,206,206,1944,7,24,24-Jul-44,-1.6585145,149.9668427,Chalcophaps stephani stephani,Columbiformes,Columbidae,Chalcophaps,stephani,0,0,0,0,specimen,0
90119,5/30/44,151,151,1944,5,30,30-May-44,-1.6585145,149.9668427,Trichoglossus haematodus flavicans,Psittaciformes,Psittacidae,Trichoglossus,haematodus,0,0,0,0,specimen,0
90121,5/2/44,123,123,1944,5,2,2-May-44,-1.6585145,149.9668427,Micropsitta meeki proxima,Psittaciformes,Psittacidae,Micropsitta,meeki,0,0,0,0,specimen,0
90122,5/4/44,125,125,1944,5,4,4-May-44,-1.6585145,149.9668427,Micropsitta meeki proxima,Psittaciformes,Psittacidae,Micropsitta,meeki,0,0,0,0,specimen,0
90123,5/22/44,143,143,1944,5,22,22-May-44,-1.6585145,149.9668427,Micropsitta meeki proxima,Psittaciformes,Psittacidae,Micropsitta,meeki,0,0,0,0,specimen,0
90125,7/1/44,183,183,1944,7,1,1-Jul-44,-1.6585145,149.9668427,Micropsitta meeki proxima,Psittaciformes,Psittacidae,Micropsitta,meeki,0,0,0,0,specimen,0
90128,7/8/44,190,190,1944,7,8,8-Jul-44,-1.6585145,149.9668427,Micropsitta meeki proxima,Psittaciformes,Psittacidae,Micropsitta,meeki,0,0,0,0,specimen,0
90130,7/8/44,190,190,1944,7,8,8-Jul-44,-1.6585145,149.9668427,Micropsitta meeki proxima,Psittaciformes,Psittacidae,Micropsitta,meeki,0,0,0,0,specimen,0
90132,7/8/44,190,190,1944,7,8,8-Jul-44,-1.6585145,149.9668427,Micropsitta meeki proxima,Psittaciformes,Psittacidae,Micropsitta,meeki,0,0,0,0,specimen,0
90133,7/9/44,191,191,1944,7,9,9-Jul-44,-1.6585145,149.9668427,Micropsitta meeki proxima,Psittaciformes,Psittacidae,Micropsitta,meeki,0,0,0,0,specimen,0
90135,7/9/44,191,191,1944,7,9,9-Jul-44,-1.6585145,149.9668427,Micropsitta meeki proxima,Psittaciformes,Psittacidae,Micropsitta,meeki,0,0,0,0,specimen,0
90137,5/30/44,151,151,1944,5,30,30-May-44,-1.6585145,149.9668427,Chalcites lucidus lucidus,Cuculiformes,Cuculidae,Chalcites,lucidus,0,0,0,0,specimen,0
90140,7/9/44,191,191,1944,7,9,9-Jul-44,-1.6585145,149.9668427,Aerodramus spodiopygius eichhorni,Apodiformes,Apodidae,Aerodramus,spodiopygius,0,0,0,0,specimen,0
90144,7/9/44,191,191,1944,7,9,9-Jul-44,-1.6585145,149.9668427,Hemiprocne mystacea aeroplanes,Apodiformes,Hemiprocnidae,Hemiprocne,mystacea,0,0,0,0,specimen,0
90146,6/2/44,154,154,1944,6,2,2-Jun-44,-1.6585145,149.9668427,Alcedo atthis hispidoides,Coraciiformes,Alcedinidae,Alcedo,atthis,0,0,0,0,specimen,0
90147,7/7/44,189,189,1944,7,7,7-Jul-44,-1.6585145,149.9668427,Alcedo atthis hispidoides,Coraciiformes,Alcedinidae,Alcedo,atthis,0,0,0,0,specimen,0
90148,7/7/44,189,189,1944,7,7,7-Jul-44,-1.6585145,149.9668427,Alcedo atthis hispidoides,Coraciiformes,Alcedinidae,Alcedo,atthis,0,0,0,0,specimen,0
90150,5/25/44,146,146,1944,5,25,25-May-44,-1.6585145,149.9668427,Halcyon sancta sancta,Coraciiformes,Alcedinidae,Halcyon,sancta,0,0,0,0,specimen,0
90156,5/22/44,143,143,1944,5,22,22-May-44,-1.6585145,149.9668427,Halcyon chloris matthiae,Coraciiformes,Alcedinidae,Halcyon,chloris,0,0,0,0,specimen,0
90157,5/23/44,144,144,1944,5,23,23-May-44,-1.6585145,149.9668427,Halcyon chloris matthiae,Coraciiformes,Alcedinidae,Halcyon,chloris,0,0,0,0,specimen,0
90158,5/24/44,145,145,1944,5,24,24-May-44,-1.6585145,149.9668427,Halcyon chloris matthiae,Coraciiformes,Alcedinidae,Halcyon,chloris,0,0,0,0,specimen,0
90160,5/31/44,152,152,1944,5,31,31-May-44,-1.6585145,149.9668427,Halcyon chloris matthiae,Coraciiformes,Alcedinidae,Halcyon,chloris,0,0,0,0,specimen,0
